Recipe_ID,Source,Cuisine,Sub-Category,Dish Name,Servings,Calories per Serving,Total Fat (g),Saturated Fat (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Trans Fat (g),Cholesterol (mg),Sodium (mg),Potassium (mg),Total Carbohydrate (g),Dietary Fiber (g),Sugars (g),Protein (g),Image URL,Item Page Link
240,Rishi,Western,Breakfast,Porridge - Oats & Water,1,190,4,0,0,0,0,0,9,0,30,4,0,7,,https://www.myfitnesspal.com/recipe/view/160406193483245
98,Rishi,Western,Breakfast,Smoothie,2,110,1,0,0,0,0,0,121,127,20,2,11,2,,https://www.myfitnesspal.com/recipe/view/204103048170557
343,Marion,Western,Burger,Broad Bean Burger,7,109,3,0,0,0,0,0,56,234,14,5,0,5,,https://www.myfitnesspal.com/recipe/view/173187869428925
353,Marion,Western,Dessert,Banana Loaf Pound Cake,12,156,6,2,2,1,0,31,521,166,22,1,8,3,,https://www.myfitnesspal.com/recipe/view/243419174489725
311,Marion,Western,Dessert,Ginger cake,8,67,5,1,1,0,0,16,50,7,4,1,2,2,,https://www.myfitnesspal.com/recipe/view/233929175960749
74,Rishi,Western,Dessert,Homemade Carrot Cake,4,320,20,4,9,6,0,47,78,51,29,2,21,4,,https://www.myfitnesspal.com/recipe/view/243833617919165
288,Marion,Western,Dessert,Lemon-Semolina Almond Cake,10,342,24,3,0,0,0,0,146,26,28,2,21,6,,https://www.myfitnesspal.com/recipe/view/198072758807725
349,Marion,Western,Pie,Celeriac vegan shepherd's pie,6,255,16,2,5,9,0,0,984,412,14,7,6,9,,https://www.myfitnesspal.com/recipe/view/62411837852845
200,Rishi,Western,Salad,Casa Salad,4,297,13,1,6,1,0,0,345,515,20,10,8,14,,https://www.myfitnesspal.com/recipe/view/265675868024829
341,Marion,Western,Salad,Potato Salad with Celery and Mustard,3,264,17,2,11,2,0,0,702,714,19,8,3,4,,https://www.myfitnesspal.com/recipe/view/132224475991165
185,Marion,Western,Salad,Yotam's Broccolini and Broad bean Salad,4,161,5,1,3,1,0,0,309,54,7,11,4,12,,https://www.myfitnesspal.com/recipe/view/172906407317485
272,Marion,Western,Snacks,Bryant Terry’s millet Cakes With Smoky Spicy Green Sauce,4,300,10,1,7,2,0,0,24,304,39,4,7,10,,https://www.myfitnesspal.com/recipe/view/278760448208445
115,Rishi,Western,Snacks,Popcorn,2,127,3,2,0,0,0,0,145,2,16,5,0,4,,https://www.myfitnesspal.com/recipe/view/164812796399037
91,Rishi,Western,Snacks,Rice Cakes And Peanut Butter,1,91,6,1,4,0,0,0,4,0,6,1,1,3,,https://www.myfitnesspal.com/recipe/view/208784425111085
310,Marion,Western,Snacks,Spinach Feta Loaf,10,144,6,2,1,1,0,37,39,214,11,2,2,9,,https://www.myfitnesspal.com/recipe/view/197926591606589
322,Marion,Western,,101 Five Minute Tomato Sauce,8,73,4,1,3,0,0,0,524,12,6,0,4,2,,https://www.myfitnesspal.com/recipe/view/62268086439549
339,Marion,Western,,"Bean and Mushroom ""Carnitas"" Casserole",6,237,8,3,2,0,0,0,410,211,20,11,4,16,,https://www.myfitnesspal.com/recipe/view/243696375975405
330,Marion,Western,,Beetroot And Brown Rice Burgers,6,216,12,1,2,3,0,0,195,73,20,5,2,7,,https://www.myfitnesspal.com/recipe/view/168781099814845
313,Marion,Western,,Beetroot Rice,2,319,8,0,0,0,0,0,855,320,54,3,5,8,,https://www.myfitnesspal.com/recipe/view/269120149875837
314,Marion,Western,,Black Bean Burgers with Oats,4,124,1,0,0,0,0,0,302,347,18,5,1,6,,https://www.myfitnesspal.com/recipe/view/233652288883773
344,Marion,Western,,Black Bean Quinoa Burger,4,249,6,1,3,1,0,47,315,566,32,6,2,11,,https://www.myfitnesspal.com/recipe/view/274609081356077
275,Marion,Western,,Broccoli-Basil Mac and Cheese,4,356,10,6,3,1,0,22,154,201,47,3,5,16,,https://www.myfitnesspal.com/recipe/view/270099654053821
273,Marion,Western,,Bryant Terry’s Jamaican Veggie Patties,8,376,22,20,0,0,0,0,6,132,35,4,4,6,,https://www.myfitnesspal.com/recipe/view/239579592248813
284,Marion,Western,,Bucatini Pomodoro,4,391,1,0,0,0,0,0,6,202,76,9,25,17,,https://www.myfitnesspal.com/recipe/view/272841726373437
289,Marion,Western,,Burger Toppings,1,44,3,0,0,0,0,0,56,73,3,0,3,0,,https://www.myfitnesspal.com/recipe/view/234090274754173
251,Marion,Western,,Cheesy Crumb,1,111,5,3,1,0,0,0,284,0,10,0,0,6,,https://www.myfitnesspal.com/recipe/view/269818354584749
315,Marion,Western,,Cottage Cheese Burger Buns,4,254,4,2,0,0,0,0,1385,0,39,3,2,15,,https://www.myfitnesspal.com/recipe/view/233800331095741
317,Marion,Western,,Cottage Cheese Carrot Seeds,1,147,7,0,0,0,0,0,36,176,8,2,3,12,,https://www.myfitnesspal.com/recipe/view/264447196056877
319,Marion,Western,,Cottage Cheese Cucumber Nut,1,168,10,3,0,0,0,0,567,124,7,2,3,12,,https://www.myfitnesspal.com/recipe/view/159171017149677
318,Marion,Western,,Cottage Cheese Cucumber Seeds,1,173,10,3,0,0,0,0,866,161,8,1,6,14,,https://www.myfitnesspal.com/recipe/view/158610603543741
304,Marion,Western,,Doctor's Daily Bread,10,320,31,2,2,1,0,0,373,50,13,18,1,15,,https://www.myfitnesspal.com/recipe/view/198064051490221
259,Marion,Western,,Farro with Leeks and Balsamic Roasted Brussels Sprouts Recipe on Food52,3,453,16,2,7,1,0,0,3079,698,44,12,19,15,,https://www.myfitnesspal.com/recipe/view/168369079537341
270,Marion,Western,,Farro with Leeks and Balsamic Roasted Brussels Sprouts Recipe on Food52,4,333,10,1,6,2,0,0,629,301,40,8,6,13,,https://www.myfitnesspal.com/recipe/view/278889314053629
308,Marion,Western,,Flapjacks,12,214,11,3,0,0,0,16,22,31,23,2,10,5,,https://www.myfitnesspal.com/recipe/view/198476527783277
301,Marion,Western,,Fritatta - Leek & Asparagus,1,277,10,3,4,2,0,372,1396,1061,26,7,9,19,,https://www.myfitnesspal.com/recipe/view/229264975597245
320,Marion,Western,,Fritatta - Mixed Veg,1,404,25,13,4,2,0,488,723,697,15,4,5,28,,https://www.myfitnesspal.com/recipe/view/229265005006013
295,Marion,Western,,Homemade Vegetable stock,6,21,0,0,0,0,1,0,417,111,3,1,2,1,,https://www.myfitnesspal.com/recipe/view/268314671328877
293,Marion,Western,,Kumhare ki Subzi,4,92,3,0,1,2,0,0,613,1144,12,3,2,12,,https://www.myfitnesspal.com/recipe/view/197937509281773
265,Marion,Western,,Marion’s Coffee,1,2,0,0,0,0,0,0,4,34,0,0,0,0,,https://www.myfitnesspal.com/recipe/view/230235805895853
331,Marion,Western,,Mushroom Stroganoff,4,401,7,1,4,2,0,0,855,710,53,9,6,13,,https://www.myfitnesspal.com/recipe/view/159162511068717
333,Marion,Western,,Penne arrabiata,2,340,8,1,4,1,0,0,171,13,49,8,10,14,,https://www.myfitnesspal.com/recipe/view/194783002537965
287,Marion,Western,,Perfect Patatas Bravas,4,148,1,0,0,0,0,0,307,566,29,4,6,4,,https://www.myfitnesspal.com/recipe/view/173061307354669
298,Marion,Western,,Quick Peanut Chaat (Spicy Indian Peanuts) - The Fiery Vegetarian,2,215,16,3,0,0,0,0,27,481,9,4,5,9,,https://www.myfitnesspal.com/recipe/view/193528595386173
309,Marion,Western,,Quinoa Pepper Casserole,6,352,14,1,3,2,0,0,960,999,36,10,10,14,,https://www.myfitnesspal.com/recipe/view/268572365410173
354,Marion,Western,,Rishi’s Quinoa,4,389,18,5,1,0,0,0,792,18,31,7,5,20,,https://www.myfitnesspal.com/recipe/view/163996635106733
321,Marion,Western,,Samosa Shepards Pie,4,328,2,1,0,0,0,0,1094,944,58,10,12,15,,https://www.myfitnesspal.com/recipe/view/195186867834413
291,Marion,Western,,Shalgam ki Subzi,4,116,5,1,1,2,0,3,856,430,12,4,7,2,,https://www.myfitnesspal.com/recipe/view/268853853368301
274,Marion,Western,,Spicy Butternut Squash & Black Bean Burger,8,128,6,1,3,1,0,0,15,299,8,8,4,4,,https://www.myfitnesspal.com/recipe/view/203570506649469
286,Marion,Western,,Squash With Cardamom And Nigella Seeds,5,261,6,2,0,0,0,6,35,835,52,15,11,7,,https://www.myfitnesspal.com/recipe/view/204249102167613
249,Marion,Western,,Traditional Brown Soda Bread,6,219,3,0,0,0,0,36,477,12,36,3,1,9,,https://www.myfitnesspal.com/recipe/view/159463468961197
268,Marion,Western,,Vegan Chile Colorado Recipe on Food52,9,279,19,3,12,2,0,0,4,635,20,2,11,8,,https://www.myfitnesspal.com/recipe/view/269388736187821
297,Marion,Western,,Vegetable lasagne - gordon ramsay,4,609,27,12,9,2,0,56,1326,523,58,11,17,19,,https://www.myfitnesspal.com/recipe/view/274353811762429
338,Marion,Western,,Vegetarian Chili,6,308,6,1,4,1,0,0,782,1434,37,16,11,16,,https://www.myfitnesspal.com/recipe/view/199593349197485
241,Marion,Soups/Stews,Soup,Curried Tomato Tortellini Soup,5,386,11,4,2,1,0,0,542,832,45,9,7,19,,https://www.myfitnesspal.com/recipe/view/124966270693293
244,Marion,Soups/Stews,,Braised Coconut Spinach & Chickpeas with Lemon,6,222,15,12,0,0,0,4,437,433,7,5,4,6,,https://www.myfitnesspal.com/recipe/view/195186867989565
283,Marion,Soups/Stews,,Braised Coconut Spinach & Chickpeas with Lemon 2,4,130,3,0,2,1,0,0,606,296,12,5,5,6,,https://www.myfitnesspal.com/recipe/view/243702639284029
325,Marion,Soups/Stews,,French Onion And Lentil Pie,6,334,7,1,3,0,0,2,1501,1064,45,9,20,12,,https://www.myfitnesspal.com/recipe/view/268432971861693
266,Marion,Soups/Stews,,"Stewed broad beans, peas and gem lettuce recipe",4,245,16,2,10,2,0,0,883,82,6,8,1,10,,https://www.myfitnesspal.com/recipe/view/265950593854893
332,Marion,Soups/Stews,,Traditional Lentejas (Spanish Lentil Stew),4,337,7,1,4,1,0,0,61,670,48,12,6,16,,https://www.myfitnesspal.com/recipe/view/264447107960125
242,Marion,Salads,,Everything Green spring salad,2,207,12,2,3,1,0,0,427,314,7,8,5,9,,https://www.myfitnesspal.com/recipe/view/265005818580925
350,Marion,Mexican,,Ancho Chile Mushroom Tacos,2,167,11,1,7,1,0,0,712,460,12,4,3,7,,https://www.myfitnesspal.com/recipe/view/229960932240893
243,Marion,Mexican,,Cauliflower Walnut Meat Taco,6,262,22,2,0,0,0,0,635,322,6,3,2,7,,https://www.myfitnesspal.com/recipe/view/265564051172797
107,Rishi,Mexican,,Corn tortilla,8,118,4,0,2,1,0,0,73,0,17,1,0,2,,https://www.myfitnesspal.com/recipe/view/278322209533501
248,Marion,Mexican,,Delicata Squash Tacos,2,228,17,4,0,0,0,0,319,315,12,2,5,3,,https://www.myfitnesspal.com/recipe/view/163850723773629
352,Marion,Mexican,,Mango and Avocado Salsa,2,154,11,2,7,2,0,0,15,382,9,5,8,2,,https://www.myfitnesspal.com/recipe/view/194914120855421
95,Rishi,Mexican,,Oomph And Mushroom Tacos,2,399,17,4,6,1,0,0,1044,255,40,7,9,16,,https://www.myfitnesspal.com/recipe/view/274061635529853
96,Rishi,Mexican,,Portobello Mushroom Tacos,2,301,13,3,4,1,0,0,1035,228,34,5,2,8,,https://www.myfitnesspal.com/recipe/view/273795465006141
316,Marion,Mexican,,Red Salsa,2,80,1,0,0,0,0,0,587,106,4,1,11,3,,https://www.myfitnesspal.com/recipe/view/204397250162285
169,Rishi,Mexican,,Spinach Mushroom Quesadilla,1,645,29,12,3,2,0,0,1807,160,55,9,6,30,,https://www.myfitnesspal.com/recipe/view/278321967370157
305,Marion,Mexican,,Sweet Potato Enchiladas,8,267,10,4,3,1,0,0,195,737,30,7,13,10,,https://www.myfitnesspal.com/recipe/view/194911931436269
267,Marion,Mexican,,Vegan Enchiladas With Sweet Potato Sauce,5,357,18,2,5,1,0,0,636,191,17,13,11,13,,https://www.myfitnesspal.com/recipe/view/278872112229613
278,Marion,Mexican,,Vegan Mushroom Taco Meat,4,128,4,1,0,1,0,0,140,827,5,8,5,11,,https://www.myfitnesspal.com/recipe/view/173207226994029
345,Marion,Mediterranean,Salad,Fregola Salad Recipe with Roast Spiced Cauliflower,3,481,18,2,10,1,0,0,125,281,66,7,27,10,,https://www.myfitnesspal.com/recipe/view/239588052200957
196,Rishi,Italian/Western,Pasta,"Polenta, mushrooms and broccoli",2,482,25,7,12,2,0,22,1247,210,52,4,2,10,,https://www.myfitnesspal.com/recipe/view/208097372983021
145,Rishi,Italian/Western,Pasta,Roasted Cauliflower Red Pesto Past,3,501,23,7,1,0,0,0,200,380,54,4,4,19,,https://www.myfitnesspal.com/recipe/view/54863659298029
155,Rishi,Italian/Western,Pasta,Skinny Eggplant Parmesan,3,397,14,3,4,4,0,7,379,464,49,7,6,16,,https://www.myfitnesspal.com/recipe/view/230517097040957
102,Rishi,Italian/Western,Risotto,Beetroot Risotto,4,341,8,3,2,0,0,8,27,12,50,8,12,8,,https://www.myfitnesspal.com/recipe/view/278597259390573
264,Marion,Italian/Mediterranean,Dessert,Tiramisu,16,209,13,8,0,0,0,47,49,41,16,1,11,6,,https://www.myfitnesspal.com/recipe/view/239151882375021
328,Marion,Italian/Mediterranean,Meal Part,Marinara Sauce,4,141,7,1,3,4,0,0,293,64,3,1,13,3,,https://www.myfitnesspal.com/recipe/view/270101835116477
355,Marion,Italian/Mediterranean,Meal Part,Pesto,2,384,32,9,17,2,0,33,658,247,8,2,1,14,,https://www.myfitnesspal.com/recipe/view/193941000219949
300,Marion,Italian/Mediterranean,Meal Part,Stuffed Pasta Shells Stuffing,8,154,11,8,0,0,0,0,319,2,4,0,3,10,,https://www.myfitnesspal.com/recipe/view/235054605127165
280,Marion,Italian/Mediterranean,Pasta,Brussels Sprout Pasta,4,451,14,3,6,1,0,1,134,456,59,7,5,19,,https://www.myfitnesspal.com/recipe/view/160423361891389
250,Marion,Italian/Mediterranean,Pasta,Chili Pasta,6,326,2,0,0,0,0,0,86,0,44,11,7,17,,https://www.myfitnesspal.com/recipe/view/164821285506285
261,Marion,Italian/Mediterranean,Pasta,Chilli Pasta Bake,2,322,9,3,0,0,0,0,65,6,38,0,2,19,,https://www.myfitnesspal.com/recipe/view/194628476128365
347,Marion,Italian/Mediterranean,Pasta,Iranian Style Pasta,4,629,30,14,5,1,0,0,612,294,62,9,10,21,,https://www.myfitnesspal.com/recipe/view/239012538174589
348,Marion,Italian/Mediterranean,Pasta,Lemony Green Pasta with Peas & Ricotta,4,482,18,4,11,2,0,16,761,323,15,6,7,9,,https://www.myfitnesspal.com/recipe/view/278870006459517
326,Marion,Italian/Mediterranean,Pasta,Pasta alla Norma Recipe,4,362,10,1,5,1,0,0,139,667,52,9,10,12,,https://www.myfitnesspal.com/recipe/view/163979442711997
335,Marion,Italian/Mediterranean,Pasta,Pea Carbonara,2,397,7,2,1,0,0,4,119,77,60,7,7,19,,https://www.myfitnesspal.com/recipe/view/234502546558637
258,Marion,Italian/Mediterranean,Pasta,Ravioli  & Roasted Tomatoes,2,353,17,4,3,1,0,0,996,8,36,3,10,11,,https://www.myfitnesspal.com/recipe/view/203555452350125
247,Marion,Italian/Mediterranean,Pasta,Sicilian fennel and parmesan dumplings in tomato sauce,2,438,22,7,4,6,0,0,629,995,33,11,15,18,,https://www.myfitnesspal.com/recipe/view/164127661051069
337,Marion,Italian/Mediterranean,Rice,"Celery, Pea & Broad Bean Risotto",4,357,11,3,3,1,0,0,417,214,43,3,3,10,,https://www.myfitnesspal.com/recipe/view/279164204477549
252,Marion,Italian/Mediterranean,Risotto,Brussels Sprout Risotto,4,504,13,7,1,0,0,0,1334,147,70,8,6,16,,https://www.myfitnesspal.com/recipe/view/203424418188477
276,Marion,Italian/Mediterranean,Risotto,Celeriac And Mushroom Risotto,2,520,12,4,5,1,0,0,1346,300,81,5,2,14,,https://www.myfitnesspal.com/recipe/view/273810372505533
281,Marion,Italian/Mediterranean,Risotto,Lemon and Pea Risotto,4,356,10,2,6,1,0,6,136,39,54,2,2,9,,https://www.myfitnesspal.com/recipe/view/230646077173357
246,Marion,Italian/Mediterranean,Risotto,Mushroom Risotto Brown Rice,2,293,13,6,0,0,0,0,353,137,26,5,4,8,,https://www.myfitnesspal.com/recipe/view/164677530070205
336,Marion,Italian/Mediterranean,Risotto,Pea and Basil Risotto,4,502,24,9,8,1,0,31,1759,190,58,3,5,15,,https://www.myfitnesspal.com/recipe/view/233102407240829
290,Marion,Italian/Mediterranean,Risotto,Wild Mushroom Risotto,6,256,6,1,4,1,0,0,217,584,50,6,3,7,,https://www.myfitnesspal.com/recipe/view/163835692248301
346,Marion,Italian/Mediterranean,Salad,Couscous & Apples Recipe,2,401,15,2,10,2,0,0,267,312,56,6,15,8,,https://www.myfitnesspal.com/recipe/view/204122414141181
340,Marion,Italian/Mediterranean,Salad,Couscous Salad with Sun Dried Tomato and Feta,4,421,19,4,10,2,0,0,1308,203,47,2,5,13,,https://www.myfitnesspal.com/recipe/view/199853329919101
269,Marion,Italian/Mediterranean,Side,Beetroot Hummus,9,100,5,0,2,0,0,0,223,6,5,1,1,2,,https://www.myfitnesspal.com/recipe/view/168669602589869
245,Marion,Italian/Mediterranean,,Couscous Salad with Sun Dried Tomato and Feta,4,463,15,9,0,0,0,0,710,75,54,4,3,22,,https://www.myfitnesspal.com/recipe/view/199181040823741
256,Marion,Italian/Mediterranean,,Curied Tomato Tortellini Soup,4,391,10,3,2,1,0,0,1104,745,50,9,9,20,,https://www.myfitnesspal.com/recipe/view/207962097192557
282,Marion,Italian/Mediterranean,,Tiramisu (edited Guardian),8,298,22,15,0,0,0,47,89,18,19,0,12,4,,https://www.myfitnesspal.com/recipe/view/265280672435885
342,Marion,Italian,Pasta,Aubergine & Puy Lentil Bolognese,2,226,8,1,5,1,0,0,379,386,26,5,7,6,,https://www.myfitnesspal.com/recipe/view/172786299342717
306,Marion,Italian,Pasta,Gigli with chickpeas and za'atar,4,479,12,1,6,1,0,0,99,72,68,9,6,20,,https://www.myfitnesspal.com/recipe/view/238754841070765
329,Marion,Italian,Pasta,Lasagna w/ Cottage Cheese Mushroom & Spinach,4,447,12,5,1,0,0,0,1152,1854,51,10,13,30,,https://www.myfitnesspal.com/recipe/view/233379436866925
279,Marion,Italian,Pasta,Pappardelle with Cauliflower and Mustard Brown Butter,4,262,18,5,0,0,0,15,795,578,11,4,6,9,,https://www.myfitnesspal.com/recipe/view/279155588427629
292,Marion,Italian,Pasta,Roasted Eggplant Lasagna (sauce separate),4,328,17,9,2,1,0,38,1263,695,21,7,8,18,,https://www.myfitnesspal.com/recipe/view/233119725481453
227,Rishi,Italian,Pasta,Spaghetti AOP,1,382,15,2,0,0,0,0,6,33,50,2,2,11,,https://www.myfitnesspal.com/recipe/view/203288996630333
334,Marion,Italian,Pasta,Spaghetti with Lentils & Marinara Sauce,4,31,1,0,0,0,0,0,497,8,3,2,0,2,,https://www.myfitnesspal.com/recipe/view/265151725711085
257,Marion,Italian,Pasta,Spinach Mushroom Lasagna,4,428,18,4,2,0,0,0,834,2413,36,4,29,31,,https://www.myfitnesspal.com/recipe/view/278191225679165
109,Rishi,Indian,Bread,Dosa Batter,12,105,0,0,0,0,0,0,195,0,18,2,0,4,,https://www.myfitnesspal.com/recipe/view/172906544835949
201,Rishi,Indian,Bread,Phulka New,1,92,4,0,0,0,0,0,0,0,16,2,1,3,,https://www.myfitnesspal.com/recipe/view/235183596711725
135,Rishi,Indian,Breakfast,Aaloo Parantha,4,204,10,0,3,1,0,0,143,361,29,5,2,5,,https://www.myfitnesspal.com/recipe/view/243693898173997
90,Rishi,Indian,Breakfast,Gobhi Paranthas,1,224,13,1,4,2,0,0,319,208,27,5,2,6,,https://www.myfitnesspal.com/recipe/view/199567692713965
100,Rishi,Indian,Breakfast,Kanda poha,2,295,10,1,2,1,0,0,586,21,45,2,1,7,,https://www.myfitnesspal.com/recipe/view/270374510939581
94,Rishi,Indian,Breakfast,Methi Parantha,4,183,10,0,3,1,0,0,582,37,24,4,2,6,,https://www.myfitnesspal.com/recipe/view/168783514668269
159,Rishi,Indian,Breakfast,Moong Dal Paranthas,8,147,3,0,2,1,0,0,213,82,24,1,1,5,,https://www.myfitnesspal.com/recipe/view/195461733411949
210,Rishi,Indian,Breakfast,MTR  Rava  idli,1,78,3,1,0,0,0,0,0,0,10,0,1,2,,https://www.myfitnesspal.com/recipe/view/31352748297469
191,Rishi,Indian,Breakfast,Parantha - Lachcha,2,228,11,0,2,1,0,0,291,0,35,5,2,7,,https://www.myfitnesspal.com/recipe/view/194914104946365
184,Rishi,Indian,Breakfast,Parantha - Missi Roti,8,123,4,0,2,1,0,0,144,18,15,2,1,5,,https://www.myfitnesspal.com/recipe/view/207951092329661
237,Rishi,Indian,Breakfast,Parantha - Mooli,4,228,6,1,3,1,0,0,303,157,41,6,4,6,,https://www.myfitnesspal.com/recipe/view/173462513315117
214,Rishi,Indian,Breakfast,Pyaz Paranthas,1,312,13,1,4,2,0,0,474,297,47,8,10,8,,https://www.myfitnesspal.com/recipe/view/195326278201341
212,Rishi,Indian,Breakfast,Spinach Chila,1,374,12,0,0,0,0,0,593,8,46,0,0,21,,https://www.myfitnesspal.com/recipe/view/137052070735533
193,Rishi,Indian,Curry,Black Eyes Peas,4,179,2,0,1,0,0,0,586,185,25,5,9,12,,https://www.myfitnesspal.com/recipe/view/238748251893053
117,Rishi,Indian,Curry,Chickpea Aubergine Coconut Curry,6,181,5,2,2,0,0,0,396,357,12,9,4,9,,https://www.myfitnesspal.com/recipe/view/269403726745533
271,Marion,Indian,Curry,Curry Laksa,4,375,19,2,9,4,0,0,124,221,43,5,7,7,,https://www.myfitnesspal.com/recipe/view/243556646956285
178,Rishi,Indian,Curry,Marrow Chickpea Curry,4,269,6,1,2,1,0,0,739,75,32,5,8,14,,https://www.myfitnesspal.com/recipe/view/204102805901165
173,Rishi,Indian,Curry,Matar Paneer,4,432,26,15,1,1,0,86,610,115,20,2,5,24,,https://www.myfitnesspal.com/recipe/view/173454015843821
177,Rishi,Indian,Curry,Mushroom Mattar,4,212,8,1,2,1,0,0,660,482,14,8,10,19,,https://www.myfitnesspal.com/recipe/view/172629382024509
229,Rishi,Indian,Curry,Rajma,4,211,2,0,1,0,0,0,595,163,35,1,7,10,,https://www.myfitnesspal.com/recipe/view/89771031178621
226,Rishi,Indian,Curry,Sabzi - Lobiya,4,213,3,0,1,1,0,0,572,94,33,6,10,13,,https://www.myfitnesspal.com/recipe/view/278319840742653
307,Marion,Indian,Curry,Spicy Courgette Curry,4,161,4,2,0,0,0,0,1200,88,20,3,7,11,,https://www.myfitnesspal.com/recipe/view/269120024055789
302,Marion,Indian,Curry,Tempeh Curry,4,366,14,3,5,1,0,0,599,966,39,9,8,15,,https://www.myfitnesspal.com/recipe/view/268976272576493
65,Rishi,Indian,Dal,Dal - Moong Masar 2020,4,97,1,0,0,0,0,0,442,209,15,3,2,7,,https://www.myfitnesspal.com/recipe/view/269964236582845
219,Rishi,Indian,Dal,Dal - Moong Sabut,4,157,3,1,1,0,0,0,728,34,21,6,1,12,,https://www.myfitnesspal.com/recipe/view/272841718017661
234,Rishi,Indian,Dal,Dal - Mung chilka,4,173,2,0,0,0,0,0,598,100,25,3,3,13,,https://www.myfitnesspal.com/recipe/view/163431586983661
217,Rishi,Indian,Dal,Dal Bukhara,4,212,7,0,0,0,0,0,602,161,25,6,7,14,,https://www.myfitnesspal.com/recipe/view/93198273547565
136,Rishi,Indian,Dal,Dal Moong Sabut,4,230,2,1,0,0,0,3,746,750,30,9,4,14,,https://www.myfitnesspal.com/recipe/view/230373244964845
181,Rishi,Indian,Dal,Train Dal,2,303,4,0,1,1,0,0,569,0,42,1,4,24,,https://www.myfitnesspal.com/recipe/view/208500831415469
198,Rishi,Indian,Dessert,Besan Ke Laddu,37,115,5,3,1,1,0,9,9,120,14,2,9,3,,https://www.myfitnesspal.com/recipe/view/169066966666285
239,Rishi,Indian,Rice,Beetroot Rice,4,279,3,0,1,1,0,0,685,580,55,5,11,8,,https://www.myfitnesspal.com/recipe/view/173602217390077
134,Rishi,Indian,Rice,Brown Rice Pulao,2,314,6,1,2,1,0,0,607,673,48,9,5,9,,https://www.myfitnesspal.com/recipe/view/164262931435453
285,Marion,Indian,Rice,Lemon And Curry Leaf Rice,4,246,1,0,0,0,0,0,83,60,52,2,1,6,,https://www.myfitnesspal.com/recipe/view/274068069600445
168,Rishi,Indian,Rice,Masala Khichadi (Moong Chilka),4,391,4,1,1,1,0,0,942,81,72,5,5,16,,https://www.myfitnesspal.com/recipe/view/243137750396845
224,Rishi,Indian,Rice,Plain(ish) Khichadi,2,319,4,0,2,1,0,0,586,79,59,1,2,11,,https://www.myfitnesspal.com/recipe/view/198210252254893
165,Rishi,Indian,Sabzi,Achari Baingan,4,120,4,0,2,1,0,0,923,47,6,7,9,3,,https://www.myfitnesspal.com/recipe/view/273786477637501
213,Rishi,Indian,Sabzi,Amritsari Wadi Aloo,4,222,4,0,0,0,0,0,596,311,31,3,4,12,,https://www.myfitnesspal.com/recipe/view/136923158777853
122,Rishi,Indian,Sabzi,Baby Aubergine and Potatoes,5,104,2,0,1,0,0,0,486,410,12,6,5,4,,https://www.myfitnesspal.com/recipe/view/199997210398509
183,Rishi,Indian,Sabzi,Green beans Aaloo Sabzi,8,101,1,0,0,0,0,0,286,49,12,5,5,4,,https://www.myfitnesspal.com/recipe/view/243144155033261
105,Rishi,Indian,Sabzi,Paneer bhurji,4,172,7,3,1,1,0,0,625,254,9,3,7,15,,https://www.myfitnesspal.com/recipe/view/173325337627757
139,Rishi,Indian,Sabzi,Punjabi Tinda,4,114,3,0,2,1,0,0,538,351,12,6,4,5,,https://www.myfitnesspal.com/recipe/view/239023426604413
230,Rishi,Indian,Sabzi,Sabzi - Aloo Gobhi,4,148,3,0,1,1,0,0,898,992,22,7,7,6,,https://www.myfitnesspal.com/recipe/view/173052469726397
64,Rishi,Indian,Sabzi,Sabzi - Aloo Methi,4,101,3,0,2,1,0,0,461,577,12,4,0,5,,https://www.myfitnesspal.com/recipe/view/169193663008701
225,Rishi,Indian,Sabzi,Sabzi - Aloo Phaliyaan,4,77,2,0,1,0,0,0,444,352,9,4,1,2,,https://www.myfitnesspal.com/recipe/view/273649146776941
188,Rishi,Indian,Sabzi,Sabzi - Baingan,6,104,2,0,1,1,0,0,295,424,15,6,6,3,,https://www.myfitnesspal.com/recipe/view/208099402919933
199,Rishi,Indian,Sabzi,Sabzi - Gobhi Mattar,4,111,3,1,1,0,0,0,639,706,15,5,9,5,,https://www.myfitnesspal.com/recipe/view/238600390004397
187,Rishi,Indian,Sabzi,Sabzi - Lauki,8,50,1,0,1,0,0,0,285,16,2,2,2,2,,https://www.myfitnesspal.com/recipe/view/172912858165181
141,Rishi,Indian,Sabzi,Sabzi - Patta Gobhi,6,110,3,1,1,1,0,0,594,218,15,4,5,3,,https://www.myfitnesspal.com/recipe/view/173179141942701
84,Rishi,Indian,Sabzi,Sabzi - Shimla Mirch,4,120,3,0,1,1,0,0,574,79,18,4,6,3,,https://www.myfitnesspal.com/recipe/view/243144188554301
153,Rishi,Indian,Sabzi,SDS Shahi Paneer,4,308,16,7,1,1,0,0,22,80,12,2,9,27,,https://www.myfitnesspal.com/recipe/view/160150663884477
236,Rishi,Indian,Sabzi,Stringless Beans,4,126,3,0,1,1,0,0,586,137,24,2,3,4,,https://www.myfitnesspal.com/recipe/view/160011031301629
179,Rishi,Indian,Salad,Giant Cous Cous Salad,4,341,9,1,6,1,0,0,228,192,44,6,3,18,,https://www.myfitnesspal.com/recipe/view/173462647623421
